user,date,label,amount,category,recurring,is_anomaly,anomaly_type
user_0,2024-01-22 00:00:00,FRANPRIX SAINT JEANNENEC,94.33,Groceries,False,False,none
user_0,2024-01-23 00:00:00,MCDONALDS,36.38,Restaurants,False,False,none
user_0,2024-01-24 00:00:00,ESSO STATION ÉTIENNE-SUR-VERDIER,30.2,Transport,False,False,none
user_0,2024-01-24 00:00:00,FNAC,43.48,Leisure,False,False,none
user_0,2024-01-25 00:00:00,LECLERC,61.45,Groceries,False,False,none
user_0,2024-01-26 00:00:00,FRANPRIX 09,51.49,Groceries,False,False,none
user_0,2024-01-26 00:00:00,DELIVEROO,47.76,Restaurants,False,True,duplicate
user_0,2024-01-26 00:02:00,DELIVEROO,47.76,Restaurants,False,True,duplicate
user_0,2024-01-27 00:00:00,ZARA JOUBERT,1.75,Shopping,False,False,none
user_0,2024-01-28 00:00:00,RATP NAVIGO,35.22,Transport,False,False,none
user_0,2024-02-01 00:00:00,LECLERC,48.06,Groceries,False,False,none
user_0,2024-02-01 00:00:00,CB MUTUELLE,1.4,Health,False,False,none
user_0,2024-02-03 00:00:00,LOYER APPARTEMENT,1109.44,Housing,True,False,none
user_0,2024-02-03 00:00:00,CARREFOUR,53.38,Groceries,False,False,none
user_0,2024-02-03 00:00:00,AMAZON PRIME SAINTE PAULINEBOEUF,55.02,Leisure,False,False,none
user_0,2024-02-04 00:00:00,AUCHAN DUPUY-SUR-MER,14.6,Groceries,False,False,none
user_0,2024-02-04 00:00:00,INTERMARCHE DUHAMEL,56.16,Groceries,False,False,none
user_0,2024-02-05 00:00:00,ABONNEMENT SALLE SPORT,42.68,Leisure,True,False,none
user_0,2024-02-05 00:00:00,KFC,10.87,Restaurants,False,False,none
user_0,2024-02-06 00:00:00,MONOPRIX HOARAU,72.81,Groceries,False,False,none
user_0,2024-02-07 00:00:00,BLABLACAR,103.62,Transport,False,False,none
user_0,2024-02-07 00:00:00,SNCF INTERNET 20,16.58,Transport,False,False,none
user_0,2024-02-07 00:00:00,CULTURA BARBIERDAN,47.89,Leisure,False,False,none
user_0,2024-02-08 00:00:00,EDF ELECTRICITE,138.39,Utilities,True,False,none
user_0,2024-02-08 00:00:00,LE BISTROT,87.7,Restaurants,False,False,none
user_0,2024-02-12 00:00:00,ORANGE MOBILE,52.79,Utilities,True,False,none
user_0,2024-02-13 00:00:00,KFC 19,11.38,Restaurants,False,False,none
user_0,2024-02-13 00:00:00,CB VELIB,10.37,Transport,False,False,none
user_0,2024-02-14 00:00:00,CB BOULANGERIE PAUL,47.11,Restaurants,False,False,none
user_0,2024-02-14 00:00:00,FNAC CHARRIER,45.84,Leisure,False,False,none
user_0,2024-02-15 00:00:00,ASSURANCE MAAF,55.34,Insurance,True,False,none
user_0,2024-02-15 00:00:00,NETFLIX.COM,1.45,Leisure,False,False,none
user_0,2024-02-16 00:00:00,LIDL,22.46,Groceries,False,False,none
user_0,2024-02-16 00:00:00,LE BISTROT 08,35.96,Restaurants,False,False,none
user_0,2024-02-16 00:00:00,UBER,13.22,Transport,False,False,none
user_0,2024-02-18 00:00:00,CARREFOUR,67.85,Groceries,False,False,none
user_0,2024-02-18 00:00:00,PARKING INDIGO 03,1.4,Transport,False,False,none
user_0,2024-02-19 00:00:00,AUCHAN SAINTE ANDRÉE,63.46,Groceries,False,False,none
user_0,2024-02-21 00:00:00,MONOPRIX,69.49,Groceries,False,False,none
user_0,2024-02-21 00:00:00,DENTISTE,56.56,Health,False,False,none
user_0,2024-02-21 00:00:00,AMAZON.FR RIOU,168.66,Shopping,False,False,none
user_0,2024-02-21 00:00:00,CB APPLE STORE,165.13,Shopping,False,False,none
user_0,2024-02-23 00:00:00,CARREFOUR DELAUNAYDAN,100.81,Groceries,False,False,none
user_0,2024-02-24 00:00:00,LE BISTROT ROBINVILLE,34.96,Restaurants,False,False,none
user_0,2024-02-27 00:00:00,DELIVEROO,22.6,Restaurants,False,False,none
user_0,2024-02-27 00:00:00,VELIB BAZIN,76.21,Transport,False,False,none
user_0,2024-02-28 00:00:00,CULTURA,44.41,Leisure,False,False,none
user_0,2024-03-01 00:00:00,FRANPRIX 04,25.8,Groceries,False,False,none
user_0,2024-03-01 00:00:00,KFC,67.42,Restaurants,False,False,none
user_0,2024-03-03 00:00:00,LOYER APPARTEMENT,1081.05,Housing,True,False,none
user_0,2024-03-05 00:00:00,ABONNEMENT SALLE SPORT,41.3,Leisure,True,False,none
user_0,2024-03-06 00:00:00,KFC MULLER-LES-BAINS,25.11,Restaurants,False,False,none
user_0,2024-03-06 00:00:00,VELIB 17,7.44,Transport,False,False,none
user_0,2024-03-08 00:00:00,EDF ELECTRICITE,91.78,Utilities,True,False,none
user_0,2024-03-12 00:00:00,ORANGE MOBILE,35.57,Utilities,True,False,none
user_0,2024-03-12 00:00:00,LIDL MARTINBOEUF,53.51,Groceries,False,False,none
user_0,2024-03-13 00:00:00,LE BISTROT DIAS-LES-BAINS,19.17,Restaurants,False,False,none
user_0,2024-03-13 00:00:00,STEAM GAMES SAINT DANIEL,70.22,Leisure,False,False,none
user_0,2024-03-14 00:00:00,ESSO STATION 12,53.82,Transport,False,False,none
user_0,2024-03-14 00:00:00,AMAZON.FR,253.66,Shopping,False,False,none
user_0,2024-03-15 00:00:00,ASSURANCE MAAF,55.86,Insurance,True,False,none
user_0,2024-03-15 00:00:00,FRANPRIX,100.2,Groceries,False,False,none
user_0,2024-03-15 00:00:00,RATP NAVIGO,1.4,Transport,False,False,none
user_0,2024-03-16 00:00:00,SNCF INTERNET ROBERT,32.6,Transport,False,False,none
user_0,2024-03-17 00:00:00,RATP NAVIGO LEFEBVRE,28.76,Transport,False,False,none
user_0,2024-03-17 00:00:00,CB RATP NAVIGO,1.4,Transport,False,False,none
user_0,2024-03-21 00:00:00,UBER EATS SAINT HÉLÈNE,35.19,Restaurants,False,False,none
user_0,2024-03-24 00:00:00,LIDL,49.32,Groceries,False,False,none
user_0,2024-03-24 00:00:00,MCDONALDS BRIAND-SUR-LECOMTE,67.88,Restaurants,False,False,none
user_0,2024-03-26 00:00:00,FRANPRIX LEDOUX,28.8,Groceries,False,False,none
user_0,2024-03-26 00:00:00,RATP NAVIGO 08,69.04,Transport,False,False,none
user_0,2024-03-27 00:00:00,VELIB,1.4,Transport,False,False,none
user_0,2024-03-27 00:00:00,SNCF INTERNET,1.4,Transport,False,False,none
user_0,2024-03-28 00:00:00,MONOPRIX,90.85,Groceries,False,False,none
user_0,2024-03-28 00:00:00,BLABLACAR,106.03,Transport,False,False,none
user_0,2024-03-28 00:00:00,OPTIC 2000,48.88,Health,False,False,none
user_0,2024-04-01 00:00:00,CB ZALANDO,83.59,Shopping,False,False,none
user_0,2024-04-03 00:00:00,LOYER APPARTEMENT,1078.4,Housing,True,False,none
user_0,2024-04-03 00:00:00,LECLERC LOPES,70.18,Groceries,False,False,none
user_0,2024-04-03 00:00:00,CB CULTURA,6.58,Leisure,False,False,none
user_0,2024-04-03 00:00:00,SHEIN FAURE-LES-BAINS,1.4,Shopping,False,False,none
user_0,2024-04-04 00:00:00,ESSO STATION,63.15,Transport,False,False,none
user_0,2024-04-04 00:00:00,PARKING INDIGO SAINTE RÉMY,62.53,Transport,False,False,none
user_0,2024-04-05 00:00:00,ABONNEMENT SALLE SPORT,41.69,Leisure,True,False,none
user_0,2024-04-05 00:00:00,STARBUCKS LOPES,7.69,Restaurants,False,False,none
user_0,2024-04-05 00:00:00,STEAM GAMES,13.84,Leisure,False,False,none
user_0,2024-04-06 00:00:00,BOULANGERIE PAUL AUBERT,31.16,Restaurants,False,False,none
user_0,2024-04-07 00:00:00,CASINO SUPERMARCHE,49.67,Groceries,False,False,none
user_0,2024-04-07 00:00:00,MONOPRIX,52.46,Groceries,False,False,none
user_0,2024-04-08 00:00:00,EDF ELECTRICITE,91.04,Utilities,True,False,none
user_0,2024-04-12 00:00:00,ORANGE MOBILE,34.8,Utilities,True,False,none
user_0,2024-04-12 00:00:00,CASINO SUPERMARCHE,14.12,Groceries,False,False,none
user_0,2024-04-13 00:00:00,AUCHAN,72.01,Groceries,False,False,none
user_0,2024-04-13 00:00:00,H&M SAINT ANNEBOURG,1.75,Shopping,False,False,none
user_0,2024-04-14 00:00:00,TOTAL ENERGIES LEDUC-SUR-MER,52.52,Transport,False,False,none
user_0,2024-04-14 00:00:00,BLABLACAR,71.45,Transport,False,False,none
user_0,2024-04-15 00:00:00,ASSURANCE MAAF,54.86,Insurance,True,False,none
user_0,2024-04-15 00:00:00,KFC,29.42,Restaurants,False,False,none
user_0,2024-04-15 00:00:00,TOTAL ENERGIES,1.4,Transport,False,False,none
user_0,2024-04-17 00:00:00,CB LECLERC,64.31,Groceries,False,False,none
user_0,2024-04-17 00:00:00,STARBUCKS 03,27.0,Restaurants,False,False,none
user_0,2024-04-18 00:00:00,LECLERC 16,59.95,Groceries,False,False,none
user_0,2024-04-18 00:00:00,STARBUCKS GARCIABOURG,45.01,Restaurants,False,False,none
user_0,2024-04-19 00:00:00,MUTUELLE MARTEL-SUR-GAUDIN,84.78,Health,False,False,none
user_0,2024-04-21 00:00:00,VELIB,56.35,Transport,False,False,none
user_0,2024-04-21 00:00:00,UBER CARPENTIER,50.03,Transport,False,False,none
user_0,2024-04-21 00:00:00,CB CINEMA UGC,105.78,Leisure,False,False,none
user_0,2024-04-22 00:00:00,AUCHAN 02,67.78,Groceries,False,False,none
user_0,2024-04-22 00:00:00,DELIVEROO PETITJEANBOEUF,39.31,Restaurants,False,False,none
user_0,2024-04-22 00:00:00,CB STARBUCKS,17.09,Restaurants,False,False,none
user_0,2024-04-23 00:00:00,SNCF INTERNET,93.43,Transport,False,False,none
user_0,2024-04-23 00:00:00,VELIB,51.34,Transport,False,False,none
user_0,2024-04-24 00:00:00,LECLERC RAMOS,75.54,Groceries,False,False,none
user_0,2024-04-24 00:00:00,INTERMARCHE,67.11,Groceries,False,False,none
user_0,2024-04-24 00:00:00,MUTUELLE,72.1,Health,False,False,none
user_0,2024-04-26 00:00:00,VELIB PELTIERDAN,70.31,Transport,False,False,none
user_0,2024-04-27 00:00:00,BOULANGERIE PAUL,49.13,Restaurants,False,False,none
user_0,2024-04-27 00:00:00,SUSHI SHOP 18,56.76,Restaurants,False,False,none
user_0,2024-04-28 00:00:00,LECLERC SAINTE ADRIENNENEC,1.4,Groceries,False,False,none
user_0,2024-05-01 00:00:00,CARREFOUR DUPUIS,86.01,Groceries,False,False,none
user_0,2024-05-02 00:00:00,SUSHI SHOP 18,40.01,Restaurants,False,False,none
user_0,2024-05-03 00:00:00,LOYER APPARTEMENT,1086.8,Housing,True,False,none
user_0,2024-05-03 00:00:00,STARBUCKS,64.37,Restaurants,False,False,none
user_0,2024-05-03 00:00:00,UBER BODIN,12.37,Transport,False,False,none
user_0,2024-05-05 00:00:00,ABONNEMENT SALLE SPORT,41.24,Leisure,True,False,none
user_0,2024-05-07 00:00:00,CARREFOUR 03,83.78,Groceries,False,False,none
user_0,2024-05-07 00:00:00,KFC,1.4,Restaurants,False,False,none
user_0,2024-05-08 00:00:00,EDF ELECTRICITE,90.06,Utilities,True,False,none
user_0,2024-05-08 00:00:00,STARBUCKS RIBEIROBOURG,37.15,Restaurants,False,False,none
user_0,2024-05-08 00:00:00,APPLE STORE 02,103.85,Shopping,False,False,none
user_0,2024-05-09 00:00:00,FRANPRIX,55.42,Groceries,False,False,none
user_0,2024-05-09 00:00:00,CINEMA UGC,98.62,Leisure,False,False,none
user_0,2024-05-10 00:00:00,OPTIC 2000 COURTOISNEC,31.82,Health,False,False,none
user_0,2024-05-12 00:00:00,ORANGE MOBILE,35.5,Utilities,True,False,none
user_0,2024-05-12 00:00:00,UBER EATS,23.62,Restaurants,False,False,none
user_0,2024-05-13 00:00:00,CB LIDL,68.34,Groceries,False,False,none
user_0,2024-05-13 00:00:00,CARREFOUR MULLER,41.35,Groceries,False,False,none
user_0,2024-05-13 00:00:00,ESSO STATION,54.07,Transport,False,False,none
user_0,2024-05-15 00:00:00,ASSURANCE MAAF,56.49,Insurance,True,False,none
user_0,2024-05-15 00:00:00,CB ZALANDO,240.06,Shopping,False,False,none
user_0,2024-05-16 00:00:00,SEPHORA GUILLON,113.31,Shopping,False,False,none
user_0,2024-05-17 00:00:00,LE BISTROT,39.09,Restaurants,False,False,none
user_0,2024-05-18 00:00:00,CARREFOUR,69.25,Groceries,False,False,none
user_0,2024-05-21 00:00:00,SUSHI SHOP 06,38.4,Restaurants,False,False,none
user_0,2024-05-22 00:00:00,UBER EATS,9.81,Restaurants,False,False,none
user_0,2024-05-22 00:00:00,ESSO STATION 02,40.99,Transport,False,False,none
user_0,2024-05-23 00:00:00,LIDL SAINTE MARGAUXBOEUF,51.85,Groceries,False,False,none
user_0,2024-05-23 00:00:00,INTERMARCHE LECONTE,26.63,Groceries,False,False,none
user_0,2024-05-24 00:00:00,FRANPRIX GUILLOU,99.93,Groceries,False,False,none
user_0,2024-05-24 00:00:00,RATP NAVIGO DIAZ,1.4,Transport,False,False,none
user_0,2024-05-24 00:00:00,CB IKEA,66.1,Shopping,False,False,none
user_0,2024-05-25 00:00:00,CB CARREFOUR,43.16,Groceries,False,False,none
user_0,2024-05-26 00:00:00,TOTAL ENERGIES SAINT NOÉMI-LES-BAINS,114.41,Transport,False,False,none
user_0,2024-05-27 00:00:00,LIDL,1.4,Groceries,False,False,none
user_0,2024-05-27 00:00:00,IKEA MORVAN,166.88,Shopping,False,False,none
user_0,2024-05-28 00:00:00,CASINO SUPERMARCHE THIBAULT-SUR-ROUSSEL,68.37,Groceries,False,False,none
user_0,2024-05-28 00:00:00,RATP NAVIGO LACROIX-SUR-WAGNER,689.6,Transport,False,True,amount_spike
user_0,2024-05-28 00:00:00,TOTAL ENERGIES BARONVILLE,12.8,Transport,False,False,none
user_0,2024-06-01 00:00:00,ZARA,1.75,Shopping,False,False,none
user_0,2024-06-02 00:00:00,LE BISTROT,91.98,Restaurants,False,False,none
user_0,2024-06-03 00:00:00,LOYER APPARTEMENT,1104.02,Housing,True,False,none
user_0,2024-06-03 00:00:00,CB APPLE STORE,156.9,Shopping,False,False,none
user_0,2024-06-04 00:00:00,VELIB,1.4,Transport,False,False,none
user_0,2024-06-04 00:00:00,STEAM GAMES AUBERT-SUR-ADAM,37.02,Leisure,False,False,none
user_0,2024-06-05 00:00:00,ABONNEMENT SALLE SPORT,42.47,Leisure,True,False,none
user_0,2024-06-06 00:00:00,LE BISTROT MARTY-LA-FORÊT,63.8,Restaurants,False,False,none
user_0,2024-06-07 00:00:00,KFC,47.48,Restaurants,False,False,none
user_0,2024-06-07 00:00:00,IKEA LABBÉ-LES-BAINS,36.8,Shopping,False,False,none
user_0,2024-06-08 00:00:00,EDF ELECTRICITE,90.76,Utilities,True,False,none
user_0,2024-06-08 00:00:00,NETFLIX.COM BARREBOEUF,23.8,Leisure,False,False,none
user_0,2024-06-08 00:00:00,MUTUELLE,36.57,Health,False,False,none
user_0,2024-06-08 00:00:00,SEPHORA,155.95,Shopping,False,False,none
user_0,2024-06-10 00:00:00,MCDONALDS BOUCHET,39.95,Restaurants,False,False,none
user_0,2024-06-10 00:00:00,TOTAL ENERGIES ALEXANDRE,52.25,Transport,False,False,none
user_0,2024-06-10 00:00:00,SEPHORA,109.2,Shopping,False,False,none
user_0,2024-06-12 00:00:00,ORANGE MOBILE,34.38,Utilities,True,False,none
user_0,2024-06-12 00:00:00,BOULANGERIE PAUL,75.09,Restaurants,False,False,none
user_0,2024-06-12 00:00:00,FNAC MARTIN-SUR-MER,11.46,Leisure,False,False,none
user_0,2024-06-13 00:00:00,PARKING INDIGO,15.59,Transport,False,False,none
user_0,2024-06-13 00:00:00,MUTUELLE,78.81,Health,False,False,none
user_0,2024-06-14 00:00:00,UBER EATS 20,20.72,Restaurants,False,False,none
user_0,2024-06-15 00:00:00,ASSURANCE MAAF,54.91,Insurance,True,False,none
user_0,2024-06-15 00:00:00,LE BISTROT,33.11,Restaurants,False,False,none
user_0,2024-06-15 00:00:00,SNCF INTERNET MOREL,39.43,Transport,False,False,none
user_0,2024-06-15 00:00:00,DENTISTE,1.4,Health,False,False,none
user_0,2024-06-15 00:00:00,APPLE STORE GUILLOU,55.12,Shopping,False,False,none
user_0,2024-06-16 00:00:00,MONOPRIX SAINTE MARC,54.22,Groceries,False,False,none
user_0,2024-06-17 00:00:00,TOTAL ENERGIES SAINT RAYMOND,23.96,Transport,False,False,none
user_0,2024-06-18 00:00:00,UBER EATS SAINTE AUGUSTEDAN,51.83,Restaurants,False,False,none
user_0,2024-06-19 00:00:00,UBER EATS,44.96,Restaurants,False,False,none
user_0,2024-06-19 00:00:00,MUTUELLE 03,1.4,Health,False,False,none
user_0,2024-06-20 00:00:00,LECLERC 18,100.94,Groceries,False,False,none
user_0,2024-06-20 00:00:00,VELIB SAINTE ADÈLENEC,38.86,Transport,False,False,none
user_0,2024-06-20 00:00:00,CINEMA UGC 17,44.88,Leisure,False,False,none
user_0,2024-06-21 00:00:00,MONOPRIX,11.69,Groceries,False,False,none
user_0,2024-06-21 00:00:00,APPLE STORE MENDÈS,838.77,Shopping,False,True,wrong_category
user_0,2024-06-23 00:00:00,KFC SCHMITT,40.47,Restaurants,False,False,none
user_0,2024-06-25 00:00:00,UBER,55.34,Transport,False,False,none
user_0,2024-06-25 00:00:00,SEPHORA MILLETNEC,92.0,Shopping,False,False,none
user_0,2024-06-26 00:00:00,CARREFOUR,7.24,Groceries,False,False,none
user_0,2024-06-26 00:00:00,UBER EATS,14.79,Restaurants,False,False,none
user_0,2024-06-27 00:00:00,SUSHI SHOP,16.04,Restaurants,False,False,none
user_0,2024-07-02 00:00:00,SNCF INTERNET,8.27,Transport,False,False,none
user_0,2024-07-03 00:00:00,LOYER APPARTEMENT,1069.14,Housing,True,False,none
user_0,2024-07-05 00:00:00,ABONNEMENT SALLE SPORT,42.19,Leisure,True,False,none
user_0,2024-07-05 00:00:00,SNCF INTERNET 09,48.36,Transport,False,True,duplicate
user_0,2024-07-05 00:02:00,SNCF INTERNET 09,48.36,Transport,False,True,duplicate
user_0,2024-07-07 00:00:00,LECLERC DELORMEBOEUF,63.74,Groceries,False,False,none
user_0,2024-07-07 00:00:00,TOTAL ENERGIES,57.99,Transport,False,False,none
user_0,2024-07-07 00:00:00,FNAC,1.75,Leisure,False,False,none
user_0,2024-07-07 00:00:00,CULTURA SAINTE NOËL-LA-FORÊT,5.09,Leisure,False,False,none
user_0,2024-07-08 00:00:00,EDF ELECTRICITE,90.31,Utilities,True,False,none
user_0,2024-07-08 00:00:00,LIDL,1.4,Groceries,False,False,none
user_0,2024-07-08 00:00:00,ESSO STATION,113.06,Transport,False,False,none
user_0,2024-07-09 00:00:00,SNCF INTERNET SAINTE GRÉGOIREDAN,36.23,Transport,False,False,none
user_0,2024-07-09 00:00:00,PARKING INDIGO,74.01,Transport,False,False,none
user_0,2024-07-09 00:00:00,SNCF INTERNET,1.96,Transport,False,False,none
user_0,2024-07-09 00:00:00,SNCF INTERNET,8.06,Transport,False,False,none
user_0,2024-07-10 00:00:00,SPOTIFY VALLÉE-SUR-MER,47.79,Leisure,False,False,none
user_0,2024-07-11 00:00:00,UBER EATS SAINT RENÉE,1.68,Restaurants,False,False,none
user_0,2024-07-12 00:00:00,ORANGE MOBILE,34.28,Utilities,True,False,none
user_0,2024-07-13 00:00:00,AUCHAN,54.85,Groceries,False,False,none
user_0,2024-07-13 00:00:00,FRANPRIX,82.37,Groceries,False,False,none
user_0,2024-07-13 00:00:00,LE BISTROT,2.09,Restaurants,False,False,none
user_0,2024-07-14 00:00:00,CINEMA UGC FAURE-LES-BAINS,66.08,Leisure,False,False,none
user_0,2024-07-15 00:00:00,ASSURANCE MAAF,54.99,Insurance,True,False,none
user_0,2024-07-15 00:00:00,CARREFOUR,47.95,Groceries,False,False,none
user_0,2024-07-15 00:00:00,MONOPRIX,134.05,Groceries,False,False,none
user_0,2024-07-15 00:00:00,CASINO SUPERMARCHE,67.65,Groceries,False,False,none
user_0,2024-07-16 00:00:00,CASINO SUPERMARCHE DANIEL-SUR-MORIN,31.75,Groceries,False,False,none
user_0,2024-07-16 00:00:00,MCDONALDS OLLIVIER,16.48,Restaurants,False,False,none
user_0,2024-07-17 00:00:00,SNCF INTERNET,13.92,Transport,False,False,none
user_0,2024-07-18 00:00:00,STARBUCKS,20.12,Restaurants,False,False,none
user_0,2024-07-18 00:00:00,CB TOTAL ENERGIES,109.94,Transport,False,False,none
user_0,2024-07-20 00:00:00,CB CASINO SUPERMARCHE,100.91,Groceries,False,False,none
user_0,2024-07-20 00:00:00,CARREFOUR,77.5,Groceries,False,False,none
user_0,2024-07-22 00:00:00,AUCHAN CARON,58.88,Groceries,False,False,none
user_0,2024-07-24 00:00:00,UBER EATS 18,56.48,Restaurants,False,False,none
user_0,2024-07-25 00:00:00,KFC 06,24.61,Restaurants,False,False,none
user_0,2024-07-26 00:00:00,LIDL MARTIN-LA-FORÊT,103.38,Groceries,False,False,none
user_0,2024-07-26 00:00:00,MONOPRIX,8.75,Groceries,False,False,none
user_0,2024-07-26 00:00:00,BLABLACAR,14.15,Transport,False,False,none
user_0,2024-07-26 00:00:00,CINEMA UGC,10.75,Leisure,False,False,none
user_0,2024-07-27 00:00:00,INTERMARCHE 15,45.54,Groceries,False,False,none
user_0,2024-07-27 00:00:00,STARBUCKS,81.65,Restaurants,False,False,none
user_0,2024-07-27 00:00:00,BOULANGERIE PAUL 19,19.62,Restaurants,False,False,none
user_0,2024-07-27 00:00:00,TOTAL ENERGIES,105.19,Transport,False,False,none
user_0,2024-07-27 00:00:00,CB PARKING INDIGO,18.25,Transport,False,False,none
user_0,2024-07-28 00:00:00,DELIVEROO COSTANEC,43.69,Restaurants,False,False,none
user_0,2024-07-28 00:00:00,STARBUCKS,69.1,Restaurants,False,False,none
user_0,2024-07-28 00:00:00,CB UBER,47.83,Transport,False,False,none
user_0,2024-08-02 00:00:00,ESSO STATION 13,110.43,Transport,False,False,none
user_0,2024-08-02 00:00:00,AMAZON.FR,78.76,Shopping,False,False,none
user_0,2024-08-03 00:00:00,LOYER APPARTEMENT,1073.55,Housing,True,False,none
user_0,2024-08-04 00:00:00,KFC,85.7,Restaurants,False,False,none
user_0,2024-08-05 00:00:00,ABONNEMENT SALLE SPORT,41.11,Leisure,True,False,none
user_0,2024-08-05 00:00:00,TOTAL ENERGIES,69.27,Transport,False,False,none
user_0,2024-08-07 00:00:00,INTERMARCHE,10.9,Groceries,False,False,none
user_0,2024-08-07 00:00:00,UBER EATS,41.63,Restaurants,False,False,none
user_0,2024-08-08 00:00:00,EDF ELECTRICITE,92.3,Utilities,True,False,none
user_0,2024-08-08 00:00:00,MCDONALDS,35.0,Restaurants,False,False,none
user_0,2024-08-08 00:00:00,CB VELIB,1.96,Transport,False,False,none
user_0,2024-08-09 00:00:00,MONOPRIX 19,54.49,Groceries,False,False,none
user_0,2024-08-09 00:00:00,STARBUCKS,68.76,Restaurants,False,False,none
user_0,2024-08-10 00:00:00,CINEMA UGC MILLETBOEUF,1.75,Leisure,False,False,none
user_0,2024-08-10 00:00:00,IKEA,162.89,Shopping,False,False,none
user_0,2024-08-11 00:00:00,MCDONALDS GILLET-SUR-MARTEL,29.77,Restaurants,False,False,none
user_0,2024-08-11 00:00:00,UBER EATS 01,53.38,Restaurants,False,False,none
user_0,2024-08-11 00:00:00,ESSO STATION,34.02,Transport,False,False,none
user_0,2024-08-11 00:00:00,CULTURA DUFOURDAN,30.4,Leisure,False,False,none
user_0,2024-08-11 00:00:00,SHEIN SAINT OLIVIER,172.13,Shopping,False,False,none
user_0,2024-08-11 00:00:00,SHEIN LETELLIER-SUR-WAGNER,97.11,Shopping,False,False,none
user_0,2024-08-12 00:00:00,ORANGE MOBILE,34.23,Utilities,True,False,none
user_0,2024-08-13 00:00:00,PHARMACIE 14,32.97,Health,False,False,none
user_0,2024-08-13 00:00:00,DENTISTE SAINT OLIVIEVILLE,34.8,Health,False,False,none
user_0,2024-08-14 00:00:00,LIDL LEMONNIER-LES-BAINS,96.02,Groceries,False,False,none
user_0,2024-08-14 00:00:00,CARREFOUR RÉMYDAN,88.84,Groceries,False,False,none
user_0,2024-08-15 00:00:00,ASSURANCE MAAF,55.17,Insurance,True,False,none
user_0,2024-08-15 00:00:00,INTERMARCHE 07,77.27,Groceries,False,False,none
user_0,2024-08-15 00:00:00,TOTAL ENERGIES,77.19,Transport,False,False,none
user_0,2024-08-15 00:00:00,BLABLACAR,112.42,Transport,False,False,none
user_0,2024-08-15 00:00:00,PHARMACIE,108.69,Health,False,False,none
user_0,2024-08-16 00:00:00,KFC 09,57.85,Restaurants,False,False,none
user_0,2024-08-17 00:00:00,SEPHORA SAINT CHANTAL-LA-FORÊT,57.54,Shopping,False,False,none
user_0,2024-08-18 00:00:00,ESSO STATION,5.68,Transport,False,False,none
user_0,2024-08-19 00:00:00,STARBUCKS LÉGER,76.33,Restaurants,False,False,none
user_0,2024-08-19 00:00:00,STARBUCKS 18,46.18,Restaurants,False,False,none
user_0,2024-08-19 00:00:00,CULTURA,40.05,Leisure,False,False,none
